team,res,pts,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,oreb,dreb,reb,ast,stl,blk,tov,pf
BKN,L,114,41,96,42.7,17,42,40.5,15,17,88.2,14,39,53,18,5,1,16,11
MIL,W,117,48,98,49,15,37,40.5,6,12,50,8,37,45,19,9,11,10,18
ORL,W,112,38,85,44.7,11,25,44,25,28,89.3,6,31,37,20,10,5,10,17
WAS,L,124,47,91,51.6,6,19,31.6,24,31,77.4,14,32,46,19,5,3,10,23
LAC,L,104,36,83,43.4,14,34,41.2,18,24,75,10,29,39,21,8,3,6,19
MIA,W,124,47,87,54,18,36,50,12,15,80,10,27,37,30,12,1,8,16
DET,L,94,35,91,38.5,13,37,35.1,11,17,64.7,12,31,43,27,6,7,10,16
DEN,W,110,39,80,48.8,12,32,37.5,20,21,95.2,8,36,44,26,2,4,10,23
GSW,W,113,39,84,46.4,18,46,39.1,17,24,70.8,4,46,50,32,10,8,17,18
UTA,W,106,37,78,47.4,17,41,41.5,15,18,83.3,9,40,49,20,3,3,20,15
IND,W,152,57,87,65.5,21,33,63.6,17,22,77.3,3,50,53,41,7,11,17,22
ATL,W,108,37,74,50,14,36,38.9,20,26,76.9,6,38,44,19,11,5,14,21
NOP,W,140,47,92,51.1,14,36,38.9,32,46,69.6,14,38,52,34,8,5,21,20
MEM,L,111,44,96,45.8,10,29,34.5,13,21,61.9,17,38,55,21,6,10,16,20
CHI,L,97,40,85,47.1,6,24,25,11,17,64.7,8,31,39,22,11,0,13,22
CLE,L,107,37,74,50,20,40,50,13,17,76.5,9,30,39,30,3,4,18,17
HOU,L,87,32,89,36,9,42,21.4,14,22,63.6,10,39,49,20,9,3,18,18
MIN,L,136,48,106,45.3,15,48,31.3,25,32,78.1,13,38,51,35,17,5,16,30
DAL,W,125,47,87,54,17,38,44.7,14,22,63.6,7,29,36,31,6,4,11,25
CHA,W,107,42,87,48.3,14,37,37.8,9,20,45,14,40,54,24,8,15,13,16
TOR,L,102,42,94,44.7,12,33,36.4,6,9,66.7,11,28,39,26,12,3,10,15
OKC,L,95,38,111,34.2,8,38,21.1,11,23,47.8,21,27,48,23,8,4,14,15
BKN,L,109,40,95,42.1,13,41,31.7,16,19,84.2,11,31,42,20,6,3,8,18
MEM,W,92,34,99,34.3,11,39,28.2,13,16,81.3,15,42,57,25,10,8,8,15
WAS,W,122,46,92,50,8,18,44.4,22,26,84.6,11,35,46,31,14,3,12,19
ATL,L,104,36,82,43.9,10,28,35.7,22,28,78.6,12,34,46,19,3,8,16,23
LAL,L,106,42,83,50.6,7,28,25,15,21,71.4,11,32,43,24,9,12,21,17
SAC,W,110,39,86,45.3,12,33,36.4,20,22,90.9,11,26,37,29,10,3,17,16
POR,W,128,47,91,51.6,16,36,44.4,18,20,90,8,42,50,24,3,2,10,17
PHI,W,126,47,101,46.5,10,28,35.7,22,26,84.6,18,32,50,27,8,6,8,21
ORL,L,75,27,86,31.4,6,26,23.1,15,20,75,12,44,56,16,4,6,20,19
CHI,L,98,37,96,38.5,10,33,30.3,14,21,66.7,14,36,50,23,5,5,10,18
MIL,W,108,42,90,46.7,9,25,36,15,20,75,8,43,51,24,5,5,10,19
BOS,W,143,49,105,46.7,18,38,47.4,27,36,75,17,35,52,31,7,7,13,26
UTA,L,100,35,80,43.8,14,39,35.9,16,18,88.9,8,28,36,22,8,5,13,17
CLE,L,93,34,82,41.5,7,33,21.2,18,28,64.3,14,32,46,19,6,4,24,17
SAS,L,140,49,92,53.3,11,24,45.8,31,38,81.6,8,35,43,29,6,1,11,27
PHX,W,121,48,88,54.5,11,33,33.3,14,19,73.7,8,36,44,27,7,7,11,14
MIL,L,136,49,93,52.7,16,39,41,22,25,88,8,30,38,27,12,5,14,21
HOU,W,143,49,98,50,25,46,54.3,20,24,83.3,16,36,52,23,6,6,18,23
BKN,W,130,47,89,52.8,12,35,34.3,24,28,85.7,8,42,50,35,3,5,13,19
MIN,W,126,43,94,45.7,20,41,48.8,20,29,69,16,41,57,31,5,2,13,21
NOP,W,109,45,101,44.6,5,29,17.2,14,19,73.7,15,41,56,26,11,6,12,22
DET,L,105,36,71,50.7,10,29,34.5,23,34,67.6,3,36,39,26,7,5,18,23
IND,L,113,41,96,42.7,11,39,28.2,20,21,95.2,7,31,38,23,8,6,10,23
OKC,L,95,34,89,38.2,11,39,28.2,16,20,80,12,41,53,18,6,4,22,21
TOR,L,111,40,83,48.2,16,32,50,15,18,83.3,7,29,36,27,10,6,15,19
DEN,W,121,44,93,47.3,12,35,34.3,21,26,80.8,14,33,47,22,6,7,11,16
GSW,L,114,42,85,49.4,15,38,39.5,15,21,71.4,4,30,34,28,10,7,10,21
DAL,W,115,40,89,44.9,13,30,43.3,22,23,95.7,8,27,35,22,6,2,11,20
NYK,W,113,42,91,46.2,12,27,44.4,17,19,89.5,9,32,41,27,10,9,4,16
PHI,W,127,48,89,53.9,16,36,44.4,15,22,68.2,11,35,46,29,12,10,7,22
ATL,L,83,27,81,33.3,6,19,31.6,23,29,79.3,17,30,47,17,3,3,14,18
CHA,L,111,37,87,42.5,13,35,37.1,24,32,75,11,22,33,29,7,5,11,18
MIA,W,116,43,85,50.6,9,25,36,21,24,87.5,10,38,48,26,4,1,12,23
LAL,L,107,42,96,43.8,10,34,29.4,13,21,61.9,13,28,41,31,10,8,10,20
ORL,W,109,43,85,50.6,10,29,34.5,13,20,65,9,40,49,26,9,7,15,21
LAC,L,101,41,80,51.3,12,31,38.7,7,9,77.8,5,31,36,24,8,0,14,16
POR,W,130,45,92,48.9,15,40,37.5,25,28,89.3,11,40,51,23,7,6,10,20
SAC,L,105,42,87,48.3,7,21,33.3,14,17,82.4,3,21,24,24,8,6,12,19
WAS,W,116,47,90,52.2,6,18,33.3,16,21,76.2,10,40,50,24,6,4,13,20
BOS,W,120,44,92,47.8,15,40,37.5,17,22,77.3,19,35,54,26,9,8,14,24
NOP,L,112,43,87,49.4,12,30,40,14,19,73.7,6,36,42,27,13,5,21,24
UTA,W,154,55,86,64,24,41,58.5,20,21,95.2,8,39,47,36,4,9,13,15
CHI,L,94,39,85,45.9,10,29,34.5,6,10,60,7,36,43,29,2,4,14,12
MEM,L,109,37,88,42,9,32,28.1,26,30,86.7,8,36,44,26,7,6,11,21
DEN,W,114,43,85,50.6,10,32,31.3,18,23,78.3,3,35,38,26,14,8,18,17
PHX,W,109,43,91,47.3,13,37,35.1,10,13,76.9,15,30,45,23,9,4,10,11
CLE,L,104,37,92,40.2,12,44,27.3,18,24,75,13,32,45,30,12,3,11,15
SAS,L,111,41,88,46.6,10,32,31.3,19,24,79.2,7,33,40,26,6,3,9,20
IND,L,112,40,86,46.5,10,30,33.3,22,28,78.6,7,31,38,25,6,12,13,17
MIL,W,114,47,93,50.5,9,35,25.7,11,14,78.6,9,39,48,28,13,3,15,24
GSW,L,103,34,84,40.5,16,43,37.2,19,24,79.2,10,33,43,25,11,5,18,18
CHA,L,104,38,82,46.3,12,35,34.3,16,23,69.6,7,31,38,26,6,7,17,17
TOR,L,103,36,91,39.6,15,43,34.9,16,19,84.2,15,32,47,24,5,3,13,19
OKC,W,119,39,81,48.1,13,30,43.3,28,36,77.8,10,41,51,25,5,3,27,24
HOU,L,107,42,86,48.8,7,31,22.6,16,22,72.7,8,37,45,24,9,4,17,22
BKN,W,116,40,83,48.2,18,45,40,18,18,100,7,34,41,30,9,6,10,20
DAL,W,133,48,92,52.2,18,35,51.4,19,22,86.4,9,41,50,21,9,4,13,19
MIN,W,114,45,93,48.4,10,38,26.3,14,25,56,12,36,48,29,10,6,14,20
BOS,L,115,41,97,42.3,11,49,22.4,22,25,88,8,31,39,21,16,7,14,26
POR,W,133,50,106,47.2,20,35,57.1,13,16,81.3,20,37,57,26,6,5,13,19
UTA,L,104,37,95,38.9,16,57,28.1,14,19,73.7,16,33,49,24,9,6,11,18
NYK,L,110,45,87,51.7,12,29,41.4,8,10,80,6,29,35,24,6,1,10,19
OKC,L,90,35,78,44.9,7,30,23.3,13,23,56.5,11,27,38,21,11,1,29,16
ORL,L,103,36,76,47.4,11,25,44,20,24,83.3,4,24,28,16,5,3,11,18
PHI,W,121,47,86,54.7,14,31,45.2,13,18,72.2,10,31,41,27,22,7,20,19
ATL,L,86,33,85,38.8,4,27,14.8,16,17,94.1,9,36,45,19,10,4,16,17
NOP,W,120,44,82,53.7,15,29,51.7,17,26,65.4,8,36,44,28,13,5,16,18
DAL,L,106,43,92,46.7,12,42,28.6,8,14,57.1,14,26,40,24,9,2,10,15
WAS,L,143,58,109,53.2,6,20,30,21,25,84,18,32,50,26,4,8,8,23
MIA,L,102,36,84,42.9,7,36,19.4,23,25,92,6,28,34,18,13,4,5,19
CHI,W,110,41,77,53.2,11,29,37.9,17,22,77.3,9,42,51,33,3,4,18,21
SAC,W,113,42,81,51.9,13,29,44.8,16,18,88.9,11,35,46,23,6,4,16,15
MEM,L,96,34,81,42,4,32,12.5,24,31,77.4,6,39,45,20,8,6,16,22
MIN,W,105,37,83,44.6,16,44,36.4,15,21,71.4,8,40,48,29,7,4,16,21
LAL,W,114,47,87,54,11,31,35.5,9,14,64.3,9,35,44,23,8,5,11,18
TOR,W,112,43,79,54.4,8,29,27.6,18,20,90,5,35,40,32,7,5,12,19
DET,W,100,40,84,47.6,9,26,34.6,11,15,73.3,8,39,47,22,9,8,14,16
SAS,W,146,55,103,53.4,6,17,35.3,30,35,85.7,13,31,44,27,6,1,6,21
CLE,L,96,36,83,43.4,10,38,26.3,14,16,87.5,9,28,37,25,6,3,13,16
LAC,L,103,36,90,40,14,45,31.1,17,17,100,13,31,44,20,5,5,18,23
PHX,W,118,45,83,54.2,14,34,41.2,14,17,82.4,5,32,37,23,5,6,8,13
DEN,W,120,45,94,47.9,11,33,33.3,19,22,86.4,8,40,48,25,8,3,11,20
BKN,W,128,46,87,52.9,13,28,46.4,23,27,85.2,11,33,44,30,6,4,10,17
PHX,L,119,43,90,47.8,12,34,35.3,21,25,84,15,28,43,22,5,3,12,24
ATL,W,111,40,88,45.5,13,35,37.1,18,23,78.3,5,39,44,23,6,1,9,20
MIL,L,104,39,81,48.1,8,28,28.6,18,23,78.3,4,37,41,20,6,6,12,18
IND,W,131,50,91,54.9,15,32,46.9,16,18,88.9,5,43,48,28,3,5,13,20
CLE,L,110,40,78,51.3,10,27,37,20,25,80,10,27,37,28,5,4,19,25
GSW,W,117,46,95,48.4,14,36,38.9,11,15,73.3,17,36,53,30,5,3,16,16
CHA,W,125,47,93,50.5,21,43,48.8,10,11,90.9,10,36,46,39,7,8,11,21
BOS,L,104,34,88,38.6,14,41,34.1,22,26,84.6,11,30,41,18,6,2,13,13
POR,L,113,39,105,37.1,14,38,36.8,21,25,84,15,38,53,21,11,6,11,22
SAC,L,113,41,86,47.7,14,37,37.8,17,22,77.3,6,31,37,22,8,5,10,15
ORL,L,112,40,101,39.6,10,32,31.3,22,28,78.6,15,36,51,22,9,3,6,14
WAS,W,119,43,89,48.3,12,31,38.7,21,26,80.8,10,26,36,25,11,6,10,21
MEM,W,120,42,91,46.2,12,23,52.2,24,28,85.7,8,46,54,22,9,7,15,22
MIA,W,106,36,80,45,14,37,37.8,20,24,83.3,6,31,37,22,11,2,10,12
LAL,L,93,33,86,38.4,12,45,26.7,15,19,78.9,6,30,36,22,11,4,9,22
IND,W,115,40,96,41.7,10,32,31.3,25,35,71.4,9,30,39,28,10,9,4,21
CHI,L,101,38,79,48.1,13,38,34.2,12,13,92.3,6,36,42,28,7,2,17,20
UTA,L,96,33,82,40.2,19,47,40.4,11,15,73.3,9,36,45,24,9,5,20,21
MIL,W,132,49,95,51.6,18,40,45,16,24,66.7,16,39,55,33,10,4,15,28
MIN,W,101,40,92,43.5,9,38,23.7,12,20,60,11,36,47,15,13,2,13,19
TOR,L,103,36,83,43.4,17,44,38.6,14,19,73.7,5,28,33,31,6,3,7,19
DAL,W,108,38,78,48.7,13,30,43.3,19,25,76,10,41,51,26,3,2,16,17
DET,L,109,39,96,40.6,10,34,29.4,21,26,80.8,15,47,62,26,3,7,18,25
NOP,L,108,41,87,47.1,9,22,40.9,17,32,53.1,10,38,48,20,12,1,19,24
HOU,L,116,41,82,50,15,40,37.5,19,28,67.9,6,29,35,27,10,1,15,16
NYK,W,120,42,75,56,16,31,51.6,20,24,83.3,5,39,44,20,4,4,13,17
SAS,W,110,37,85,43.5,9,31,29,27,32,84.4,9,37,46,22,9,8,17,23
PHI,L,94,31,82,37.8,7,31,22.6,25,34,73.5,10,31,41,15,11,4,17,20
DEN,W,129,50,84,59.5,16,37,43.2,13,16,81.3,1,35,36,36,8,8,14,22
MIA,L,103,38,79,48.1,13,37,35.1,14,16,87.5,6,24,30,24,10,5,13,18
LAC,W,109,39,97,40.2,12,34,35.3,19,23,82.6,14,44,58,22,8,3,14,19
GSW,W,118,45,84,53.6,15,39,38.5,13,18,72.2,7,45,52,40,8,4,14,15
WAS,W,129,48,93,51.6,18,32,56.3,15,16,93.8,12,38,50,25,7,7,20,23
ATL,W,118,43,80,53.8,15,35,42.9,17,19,89.5,8,30,38,24,12,2,14,17
CLE,L,102,41,80,51.3,10,30,33.3,10,14,71.4,11,36,47,27,4,1,16,20
CHA,W,108,40,94,42.6,14,40,35,14,18,77.8,15,23,38,26,7,1,5,16
BKN,W,109,37,86,43,11,32,34.4,24,28,85.7,6,41,47,26,12,7,11,19
HOU,L,104,36,89,40.4,13,42,31,19,22,86.4,9,38,47,24,7,5,14,19
MEM,W,130,52,98,53.1,9,30,30,17,22,77.3,8,31,39,33,7,5,8,21
OKC,L,109,39,93,41.9,10,33,30.3,21,25,84,14,26,40,18,12,7,16,17
DEN,L,97,34,88,38.6,13,46,28.3,16,20,80,6,30,36,26,9,7,9,14
POR,L,128,46,96,47.9,14,35,40,22,27,81.5,14,36,50,28,6,3,11,20
BOS,L,104,38,94,40.4,17,42,40.5,11,16,68.8,15,39,54,21,6,6,19,20
CHI,W,108,43,87,49.4,14,43,32.6,8,11,72.7,11,39,50,30,8,2,17,14
ORL,L,100,36,98,36.7,13,36,36.1,15,19,78.9,13,27,40,13,6,6,4,18
MIL,W,124,45,81,55.6,20,40,50,14,23,60.9,6,39,45,32,6,8,16,16
PHX,L,86,36,88,40.9,6,35,17.1,8,9,88.9,10,28,38,18,10,2,17,23
DET,L,91,35,77,45.5,8,22,36.4,13,22,59.1,9,34,43,15,2,5,17,22
PHI,L,117,46,91,50.5,12,27,44.4,13,18,72.2,7,26,33,27,7,3,8,17
DAL,W,115,40,82,48.8,9,24,37.5,26,36,72.2,9,29,38,23,11,5,12,15
LAL,L,110,43,90,47.8,10,30,33.3,14,17,82.4,12,33,45,26,7,5,16,28
NOP,W,135,50,90,55.6,12,28,42.9,23,26,88.5,12,46,58,34,2,3,14,16
CHA,L,91,35,82,42.7,8,31,25.8,13,17,76.5,7,31,38,30,5,3,14,18
SAS,W,106,37,80,46.3,11,24,45.8,21,27,77.8,11,32,43,28,12,7,10,19
BOS,W,99,33,77,42.9,12,40,30,21,24,87.5,10,38,48,20,7,2,20,12
OKC,L,116,48,104,46.2,9,29,31,11,16,68.8,17,38,55,26,8,3,17,18
MIN,L,125,46,87,52.9,15,34,44.1,18,22,81.8,9,25,34,30,7,4,10,21
DAL,W,127,46,92,50,16,43,37.2,19,26,73.1,11,32,43,25,8,2,6,22
POR,L,105,40,87,46,12,36,33.3,13,15,86.7,9,32,41,21,7,2,11,16
NYK,W,137,49,91,53.8,19,35,54.3,20,25,80,8,41,49,29,8,3,14,19
DET,L,117,40,79,50.6,13,32,40.6,24,31,77.4,7,35,42,30,2,2,13,24
PHX,W,116,41,86,47.7,15,42,35.7,19,21,90.5,10,23,33,30,7,8,8,21
BKN,L,103,36,91,39.6,13,41,31.7,18,23,78.3,12,38,50,19,3,6,13,17
MIA,W,107,39,83,47,13,31,41.9,16,20,80,9,35,44,28,8,1,7,20
SAS,L,87,31,77,40.3,10,35,28.6,15,20,75,7,31,38,21,1,7,10,15
GSW,L,114,40,101,39.6,15,45,33.3,19,21,90.5,10,34,44,22,15,5,17,23
SAC,W,128,43,74,58.1,17,33,51.5,25,31,80.6,4,29,33,29,7,5,14,20
DEN,W,106,39,88,44.3,13,39,33.3,15,17,88.2,16,30,46,24,7,5,13,16
LAC,W,117,38,84,45.2,14,27,51.9,27,36,75,10,33,43,28,4,5,12,17
CLE,W,121,45,88,51.1,16,36,44.4,15,19,78.9,9,32,41,27,8,1,10,19
HOU,L,89,35,99,35.4,10,49,20.4,9,17,52.9,12,38,50,17,7,5,11,21
IND,W,122,46,101,45.5,14,40,35,16,20,80,14,33,47,30,13,7,11,16
CHI,L,105,39,79,49.4,13,37,35.1,14,18,77.8,7,34,41,27,6,4,19,24
ATL,L,127,49,102,48,12,34,35.3,17,24,70.8,12,29,41,28,10,3,10,18
TOR,W,114,39,90,43.3,18,47,38.3,18,21,85.7,9,39,48,23,7,8,10,20
UTA,W,112,41,90,45.6,17,46,37,13,16,81.3,9,52,61,27,7,4,12,16
PHI,L,113,41,80,51.3,13,25,52,18,26,69.2,14,30,44,24,7,7,16,19
MEM,L,105,38,84,45.2,13,30,43.3,16,23,69.6,11,31,42,19,6,8,13,29
WAS,W,118,38,91,41.8,10,28,35.7,32,38,84.2,15,46,61,23,12,7,22,16
MIN,W,134,51,90,56.7,18,43,41.9,14,19,73.7,12,38,50,34,5,9,18,16
NOP,L,129,51,91,56,12,33,36.4,15,24,62.5,7,30,37,28,5,2,13,21
SAC,L,120,44,97,45.4,18,42,42.9,14,16,87.5,13,26,39,28,10,3,10,17
BKN,W,134,49,89,55.1,14,37,37.8,22,28,78.6,10,34,44,30,7,2,13,21
ATL,W,112,39,94,41.5,9,34,26.5,25,29,86.2,18,47,65,20,6,3,13,22
ORL,L,96,34,86,39.5,8,37,21.6,20,29,69,6,34,40,13,11,3,10,19
LAC,W,113,45,90,50,11,38,28.9,12,15,80,10,35,45,24,3,3,10,15
CHA,L,97,39,86,45.3,16,39,41,3,8,37.5,11,28,39,26,6,3,12,10
POR,L,112,42,94,44.7,14,44,31.8,14,19,73.7,13,29,42,22,7,4,6,16
NYK,W,109,40,83,48.2,18,45,40,11,12,91.7,11,28,39,22,5,6,9,13
PHI,L,96,35,89,39.3,12,32,37.5,14,18,77.8,10,32,42,26,9,6,13,21
UTA,W,111,43,75,57.3,15,33,45.5,10,11,90.9,2,40,42,29,5,5,17,20
GSW,W,107,34,76,44.7,14,32,43.8,25,32,78.1,6,39,45,15,2,5,16,19
LAL,L,97,34,79,43,12,28,42.9,17,25,68,5,27,32,17,10,1,10,14
HOU,L,91,33,85,38.8,9,38,23.7,16,17,94.1,6,35,41,20,8,3,13,7
WAS,W,119,46,91,50.5,10,31,32.3,17,29,58.6,8,34,42,31,8,2,12,19
BOS,L,96,36,77,46.8,10,25,40,14,15,93.3,3,36,39,21,8,3,15,15
CHI,W,102,41,91,45.1,11,32,34.4,9,10,90,9,31,40,30,11,8,12,15
CLE,L,105,42,86,48.8,5,26,19.2,16,20,80,9,30,39,24,9,8,17,21
MEM,L,137,51,107,47.7,17,40,42.5,18,24,75,10,37,47,33,15,3,14,24
IND,L,94,34,104,32.7,8,34,23.5,18,27,66.7,14,40,54,20,4,7,7,27
MIL,L,127,49,102,48,11,34,32.4,18,19,94.7,9,42,51,19,7,3,11,15
DEN,W,139,51,102,50,15,39,38.5,22,26,84.6,13,45,58,30,6,6,24,19
MIA,W,113,45,93,48.4,19,48,39.6,4,7,57.1,11,41,52,31,7,5,13,19
DET,W,109,42,86,48.8,10,27,37,15,21,71.4,10,34,44,25,8,5,17,22
SAS,W,109,36,84,42.9,8,28,28.6,29,35,82.9,9,48,57,27,4,4,12,23
PHX,W,128,51,106,48.1,17,42,40.5,9,10,90,8,37,45,28,7,4,11,16
OKC,L,107,36,83,43.4,13,33,39.4,22,27,81.5,9,39,48,23,6,2,19,26
MIN,L,105,36,88,40.9,17,45,37.8,16,21,76.2,6,31,37,27,6,7,11,21
ATL,W,129,45,92,48.9,13,32,40.6,26,34,76.5,14,37,51,20,8,7,10,19
BKN,L,107,39,82,47.6,17,43,39.5,12,18,66.7,8,30,38,26,10,6,11,17
LAC,W,124,45,89,50.6,21,42,50,13,17,76.5,8,40,48,31,6,3,14,26
OKC,L,106,37,82,45.1,14,33,42.4,18,21,85.7,9,37,46,22,6,8,21,19
CHA,W,109,39,83,47,18,43,41.9,13,17,76.5,7,39,46,26,6,8,14,25
IND,L,117,45,92,48.9,10,32,31.3,17,20,85,8,33,41,33,7,5,12,27
MIA,W,109,38,87,43.7,16,39,41,17,21,81,16,37,53,28,9,1,16,13
NYK,W,122,45,95,47.4,11,29,37.9,21,24,87.5,13,36,49,27,9,6,13,26
DAL,L,107,39,87,44.8,16,48,33.3,13,20,65,10,32,42,15,3,8,14,20
HOU,W,114,42,82,51.2,16,34,47.1,14,20,70,10,33,43,26,7,7,19,21
NOP,L,112,41,101,40.6,6,27,22.2,24,30,80,20,32,52,25,6,4,12,16
ORL,L,110,41,91,45.1,11,32,34.4,17,19,89.5,9,27,36,28,10,5,15,19
SAC,W,121,44,89,49.4,11,24,45.8,22,25,88,10,32,42,22,11,3,6,19
TOR,W,112,37,96,38.5,17,38,44.7,21,24,87.5,16,31,47,23,9,5,13,15
POR,L,101,36,91,39.6,10,36,27.8,19,28,67.9,13,34,47,18,7,3,8,17
DET,L,100,37,84,44,9,27,33.3,17,23,73.9,9,36,45,19,7,6,18,20
CHI,W,106,41,82,50,16,40,40,8,9,88.9,4,34,38,30,6,2,10,15
PHX,L,85,36,90,40,6,27,22.2,7,16,43.8,15,33,48,19,7,2,14,14
MEM,W,128,51,93,54.8,15,40,37.5,11,12,91.7,7,36,43,31,10,3,10,18
CLE,L,96,39,88,44.3,12,30,40,6,7,85.7,11,33,44,27,6,1,10,10
MIL,L,115,39,91,42.9,16,47,34,21,27,77.8,13,32,45,27,7,1,16,8
LAL,W,127,48,93,51.6,11,33,33.3,20,23,87,11,41,52,26,8,8,14,14
GSW,L,114,41,80,51.3,17,40,42.5,15,20,75,8,32,40,22,6,2,17,23
WAS,W,121,50,94,53.2,9,16,56.3,12,19,63.2,10,38,48,25,11,6,12,24
SAS,W,111,45,89,50.6,12,29,41.4,9,12,75,5,41,46,23,10,9,12,17
BOS,W,119,44,94,46.8,15,46,32.6,16,20,80,14,31,45,18,9,2,9,18
UTA,L,115,42,101,41.6,23,59,39,8,8,100,6,31,37,31,10,3,15,21
ORL,L,102,35,77,45.5,8,23,34.8,24,34,70.6,6,29,35,20,8,4,10,14
UTA,W,119,42,87,48.3,16,42,38.1,19,24,79.2,10,46,56,22,5,6,20,19
CHI,L,115,45,96,46.9,13,34,38.2,12,15,80,13,33,46,34,3,1,11,20
HOU,L,99,38,86,44.2,11,35,31.4,12,18,66.7,8,27,35,23,7,3,14,19
MIA,L,111,39,80,48.8,14,34,41.2,19,26,73.1,7,26,33,33,11,5,14,28
DAL,L,109,40,91,44,15,45,33.3,14,19,73.7,10,31,41,30,6,7,9,17
LAC,L,103,37,82,45.1,19,39,48.7,10,16,62.5,8,35,43,26,6,3,19,26
NOP,L,115,40,97,41.2,7,28,25,28,33,84.8,11,45,56,26,11,7,15,22
PHI,W,106,35,83,42.2,14,44,31.8,22,30,73.3,11,35,46,21,13,7,12,19
POR,W,107,41,89,46.1,11,29,37.9,14,16,87.5,9,29,38,23,9,6,11,12
IND,L,111,41,105,39,13,39,33.3,16,17,94.1,14,29,43,23,13,3,10,19
OKC,L,104,39,97,40.2,7,39,17.9,19,26,73.1,18,38,56,19,13,8,21,23
DEN,W,128,46,94,48.9,9,31,29,27,31,87.1,18,36,54,22,11,3,9,15
WAS,W,117,45,96,46.9,4,27,14.8,23,32,71.9,3,43,46,24,5,7,13,24
NYK,W,117,44,86,51.2,14,28,50,15,21,71.4,9,36,45,22,4,5,9,20
CHA,L,115,44,83,53,12,34,35.3,15,20,75,8,29,37,26,12,3,19,18
SAS,L,106,45,95,47.4,7,23,30.4,9,10,90,14,35,49,30,7,9,14,14
MIN,W,119,42,81,51.9,15,36,41.7,20,29,69,10,35,45,30,8,2,17,22
BKN,W,130,47,85,55.3,21,41,51.2,15,16,93.8,7,30,37,35,12,5,18,17
TOR,W,113,41,82,50,14,35,40,17,18,94.4,8,34,42,24,6,10,14,24
DET,W,110,38,90,42.2,10,35,28.6,24,34,70.6,15,39,54,22,13,7,18,24
MEM,W,126,45,86,52.3,17,40,42.5,19,24,79.2,6,36,42,33,9,4,5,17
BOS,W,121,48,85,56.5,14,32,43.8,11,13,84.6,7,41,48,33,4,6,21,20
ATL,L,109,39,86,45.3,14,34,41.2,17,19,89.5,8,31,39,23,5,4,11,15
SAC,L,114,43,78,55.1,14,30,46.7,14,19,73.7,4,28,32,22,7,4,15,16
GSW,W,119,47,92,51.1,17,46,37,8,10,80,9,38,47,33,9,5,15,24
PHX,W,122,48,86,55.8,14,38,36.8,12,14,85.7,10,29,39,30,9,4,11,18
MIL,W,120,46,95,48.4,16,43,37.2,12,17,70.6,14,37,51,25,8,1,8,16
LAL,L,113,44,98,44.9,12,37,32.4,13,19,68.4,11,25,36,28,12,2,8,16
CLE,L,101,35,81,43.2,10,31,32.3,21,27,77.8,8,31,39,21,11,2,13,20
DET,L,98,37,85,43.5,7,24,29.2,17,22,77.3,11,35,46,17,5,4,16,21
NOP,L,106,40,88,45.5,6,28,21.4,20,24,83.3,9,40,49,25,3,5,9,12
MEM,L,113,42,90,46.7,13,34,38.2,16,21,76.2,11,34,45,27,7,3,7,18
WAS,W,123,47,90,52.2,7,24,29.2,22,27,81.5,14,42,56,23,12,3,24,18
MIL,W,130,46,98,46.9,19,40,47.5,19,23,82.6,7,45,52,26,14,4,16,20
GSW,W,147,52,95,54.7,24,47,51.1,19,23,82.6,9,32,41,39,12,6,14,20
DAL,W,114,44,88,50,13,40,32.5,13,17,76.5,8,37,45,25,4,3,11,17
DEN,W,123,48,89,53.9,17,36,47.2,10,13,76.9,11,32,43,32,5,7,10,19
SAS,L,112,38,89,42.7,17,39,43.6,19,27,70.4,12,29,41,26,6,7,13,19
MIN,L,105,34,92,37,15,41,36.6,22,31,71,10,37,47,22,13,7,16,17
MIA,L,106,39,79,49.4,13,32,40.6,15,18,83.3,4,26,30,29,7,8,8,13
CHA,L,90,34,84,40.5,16,44,36.4,6,12,50,10,28,38,23,8,5,12,18
BKN,L,117,43,83,51.8,4,21,19,27,30,90,11,32,43,23,6,3,15,21
HOU,L,124,48,104,46.2,10,34,29.4,18,22,81.8,16,31,47,22,12,6,15,17
LAC,W,100,37,93,39.8,7,29,24.1,19,21,90.5,15,32,47,10,8,2,11,20
IND,W,132,50,94,53.2,15,36,41.7,17,22,77.3,11,37,48,28,10,6,18,16
ORL,W,115,44,89,49.4,12,27,44.4,15,20,75,13,33,46,29,8,10,7,15
NYK,W,116,44,97,45.4,17,33,51.5,11,13,84.6,11,37,48,19,6,5,6,17
SAC,L,111,42,91,46.2,9,27,33.3,18,24,75,5,25,30,22,17,8,17,22
CLE,W,103,37,76,48.7,13,31,41.9,16,19,84.2,9,38,47,27,9,7,15,11
CHI,L,106,41,86,47.7,17,37,45.9,7,9,77.8,7,33,40,23,7,6,12,16
PHI,W,123,45,87,51.7,13,28,46.4,20,25,80,4,28,32,23,8,9,10,21
OKC,L,109,44,92,47.8,7,27,25.9,14,25,56,17,33,50,22,6,2,21,22
TOR,W,117,41,88,46.6,14,30,46.7,21,25,84,13,41,54,21,8,5,12,19
PHX,W,106,38,82,46.3,13,42,31,17,18,94.4,9,39,48,28,11,2,19,18
OKC,L,96,36,93,38.7,14,34,41.2,10,18,55.6,15,35,50,13,8,1,12,23
